file,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\main\java\fi\iki\elonen\NanoHTTPD.java,fi.iki.elonen.NanoHTTPD.HTTPSession,0.0,-1.0,73.0,77.0,0.5133333,-1.0,18.0,innerclass,1,0,12,0.8666667,0.86473423,479,0,93,0,18,23,114
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\StatusTest.java,fi.iki.elonen.StatusTest,0.0,-1.0,45.0,1.0,0.02173913,-1.0,3.0,class,1,1,3,0.0,0.0,68,0,20,0,0,3,6
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\integration\IntegrationTestBase.java,fi.iki.elonen.integration.IntegrationTestBase,0.0,-1.0,1.0,2.0,0.6666667,-1.0,1.0,class,1,5,6,0.33333334,0.33333334,19,0,6,0,2,3,4
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\JavaIOTempDirExistTest.java,fi.iki.elonen.JavaIOTempDirExistTest,0.0,-1.0,7.0,0.0,0.0,-1.0,3.0,class,1,0,3,0.0,0.0,34,0,14,0,0,2,3
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpServerTest.java,fi.iki.elonen.HttpServerTest,0.0,-1.0,24.0,5.0,0.1724138,-1.0,15.0,class,3,17,17,0.13333334,0.8,198,15,31,2,3,10,17
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\main\java\fi\iki\elonen\NanoHTTPD.java,fi.iki.elonen.NanoHTTPD.DefaultAsyncRunner,0.0,-1.0,2.0,4.0,0.6666667,-1.0,1.0,innerclass,1,0,2,1.0,0.375,23,0,7,0,2,4,5
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\main\java\fi\iki\elonen\NanoHTTPD.java,fi.iki.elonen.NanoHTTPD.ContentType,0.0,-1.0,0.0,9.0,1.0,-1.0,0.0,innerclass,1,0,1,1.0,0.8125,56,0,6,0,12,8,13
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\main\java\fi\iki\elonen\NanoHTTPD.java,fi.iki.elonen.NanoHTTPD.DefaultTempFile,0.0,-1.0,2.0,2.0,0.5,-1.0,1.0,innerclass,1,0,2,1.0,0.25,20,0,4,0,2,4,5
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpSessionHeadersTest.java,fi.iki.elonen.HttpSessionHeadersTest,7.0,0.0,4.0,1.0,0.2,0.0,3.0,class,2,0,5,,0.0,15,0,7,0,2,1,2
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\integration\ShutdownTest.java,fi.iki.elonen.integration.ShutdownTest,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,class,2,1,4,,0.0,31,0,10,1,0,2,4
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\ServerSocketFactoryTest.java,fi.iki.elonen.ServerSocketFactoryTest,8.0,0.0,4.0,0.0,0.0,0.0,3.0,class,2,0,5,0.0,0.75,44,0,7,1,1,4,8
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\main\java\fi\iki\elonen\NanoHTTPD.java,fi.iki.elonen.NanoHTTPD.Response,0.0,-1.0,11.0,34.0,0.75555557,-1.0,9.0,innerclass,3,0,7,0.6315789,0.8521739,228,0,34,3,10,23,51
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpChunkedResponseTest.java,fi.iki.elonen.HttpChunkedResponseTest.1,8.0,0.0,0.0,0.0,-1.0,0.0,0.0,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpChunkedResponseTest.java,fi.iki.elonen.HttpChunkedResponseTest,7.0,0.0,3.0,0.0,0.0,0.2857143,3.0,class,4,0,5,,0.0,25,0,4,1,0,1,1
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\integration\CookieIntegrationTest.java,fi.iki.elonen.integration.CookieIntegrationTest,2.0,0.25,22.0,0.0,0.0,0.0,9.0,class,3,0,10,0.0,0.0,52,0,20,1,0,4,4
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpDeleteRequestTest.java,fi.iki.elonen.HttpDeleteRequestTest,7.0,0.0,13.0,5.0,0.2777778,0.2857143,3.0,class,2,0,3,0.0,0.0,32,0,4,0,0,5,5
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpSSLServerTest.java,fi.iki.elonen.HttpSSLServerTest,7.0,0.5,8.0,2.0,0.2,0.2857143,6.0,class,2,0,12,0.0,0.0,38,0,19,0,0,4,7
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\integration\GetAndPostIntegrationTest.java,fi.iki.elonen.integration.GetAndPostIntegrationTest.TestServer,8.0,1.0,3.0,2.0,0.4,0.0,2.0,innerclass,2,0,3,0.0,0.5,27,0,13,0,1,2,6
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpHeadRequestTest.java,fi.iki.elonen.HttpHeadRequestTest,7.0,0.05882353,86.0,17.0,0.16504854,0.2857143,5.0,class,2,0,3,0.0,0.0,123,0,11,0,0,17,17
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpServerTest.java,fi.iki.elonen.HttpServerTest.TestTempFileManager,0.0,0.5,0.0,0.0,-1.0,-1.0,0.0,innerclass,2,0,1,0.0,0.0,7,0,1,0,0,2,2
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpServerTest.java,fi.iki.elonen.HttpServerTest.TestServer,8.0,0.33333334,7.0,12.0,0.6315789,0.125,1.0,innerclass,2,0,6,0.0,0.8000001,42,0,10,0,10,5,6
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\main\java\fi\iki\elonen\NanoHTTPD.java,fi.iki.elonen.NanoHTTPD,0.0,-1.0,53.0,27.0,0.3375,-1.0,19.0,class,3,49,20,0.035650622,0.9429826,1347,20,94,21,19,36,76
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\integration\PutStreamIntegrationTest.java,fi.iki.elonen.integration.PutStreamIntegrationTest.TestServer,8.0,1.0,6.0,1.0,0.14285715,0.0,4.0,innerclass,2,0,5,0.0,0.0,24,0,10,0,0,3,4
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\HttpSessionTest.java,fi.iki.elonen.HttpSessionTest,7.0,0.0,9.0,3.0,0.25,0.0,3.0,class,2,0,5,0.0,0.0,25,0,6,0,2,3,3
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\InvalidRequestTest.java,fi.iki.elonen.InvalidRequestTest,7.0,0.0,16.0,4.0,0.2,0.14285715,1.0,class,2,0,2,0.0,0.0,34,0,4,0,0,4,8
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\main\java\fi\iki\elonen\NanoHTTPD.java,fi.iki.elonen.NanoHTTPD.ServerRunnable,0.0,-1.0,7.0,4.0,0.36363637,-1.0,3.0,innerclass,1,0,2,1.0,0.33333334,32,0,8,0,3,2,7
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\BadRequestTest.java,fi.iki.elonen.BadRequestTest,7.0,0.0,0.0,0.0,-1.0,0.2857143,0.0,class,2,0,2,0.0,0.0,17,0,2,0,0,3,3
C:\Users\sugii syuji\gitProject\nanohttpd\core\src\test\java\fi\iki\elonen\integration\CookieIntegrationTest.java,fi.iki.elonen.integration.CookieIntegrationTest.CookieTestServer,8.0,1.0,2.0,1.0,0.33333334,0.0,2.0,innerclass,2,0,5,0.0,0.5,17,0,5,0,2,2,4
