file,class_x,method_x,fanin,fanout,wmc,loc,returnsQty,variablesQty,parametersQty,loopQty,anonymousClassesQty,innerClassesQty,line,class_y,method_y,ATFD,ATLD,LAA,FDP
C:\Users\syuuj\gitProject\retrofit\retrofit-mock\src\main\java\retrofit\MockRestAdapter.java,retrofit.MockRestAdapter$MockRxSupport,MockRxSupport/1[retrofit.RestAdapter],1,0,1,4,0,0,1,0,0,0,473,retrofit.MockRestAdapter$MockRxSupport,MockRxSupport/1[retrofit.RestAdapter],2.0,2.0,0.5,1.0
C:\Users\syuuj\gitProject\retrofit\retrofit-mock\src\main\java\retrofit\MockRestAdapter.java,retrofit.MockRestAdapter$MockRxSupport,"createMockObservable/4[retrofit.MockRestAdapter.MockHandler,retrofit.RestMethodInfo,retrofit.RequestInterceptor,java.lang.Object[]]",1,0,1,24,1,0,4,0,1,0,478,retrofit.MockRestAdapter$MockRxSupport,"createMockObservable/4[retrofit.MockRestAdapter.MockHandler,retrofit.RestMethodInfo,retrofit.RequestInterceptor,java.lang.Object[]]",0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\mime\MimeHelper.java,retrofit.mime.MimeHelper,getParts/1[retrofit.mime.MultipartTypedOutput],3,1,2,8,1,0,1,0,0,0,7,retrofit.mime.MimeHelper,getParts/1[retrofit.mime.MultipartTypedOutput],1.0,0.0,0.0,1.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,file/0,1,0,1,3,1,0,0,0,0,0,52,retrofit.mime.TypedFile,file/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,moveTo/1[retrofit.mime.TypedFile],0,2,3,8,0,0,1,0,0,0,91,retrofit.mime.TypedFile,moveTo/1[retrofit.mime.TypedFile],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,mimeType/0,2,0,1,3,1,0,0,0,0,0,56,retrofit.mime.TypedFile,mimeType/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,in/0,0,0,1,3,1,0,0,0,0,0,68,retrofit.mime.TypedFile,in/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,writeTo/1[java.io.OutputStream],0,0,2,13,0,3,1,1,0,0,72,retrofit.mime.TypedFile,writeTo/1[java.io.OutputStream],0.0,2.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,fileName/0,0,0,1,3,1,0,0,0,0,0,64,retrofit.mime.TypedFile,fileName/0,1.0,0.0,0.0,1.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,hashCode/0,1,0,1,3,1,0,0,0,0,0,113,retrofit.mime.TypedFile,hashCode/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,toString/0,1,1,1,3,1,0,0,0,0,0,100,retrofit.mime.TypedFile,toString/0,1.0,0.0,0.0,1.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,"TypedFile/2[java.lang.String,java.io.File]",3,0,3,10,0,0,2,0,0,0,40,retrofit.mime.TypedFile,"TypedFile/2[java.lang.String,java.io.File]",0.0,2.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,equals/1[java.lang.Object],0,0,3,8,3,1,1,0,0,0,104,retrofit.mime.TypedFile,equals/1[java.lang.Object],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedFile.java,retrofit.mime.TypedFile,length/0,1,0,1,3,1,0,0,0,0,0,60,retrofit.mime.TypedFile,length/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter$JsonTypedOutput,fileName/0,0,0,1,3,1,0,0,0,0,0,95,retrofit.converter.GsonConverter$JsonTypedOutput,fileName/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter$JsonTypedOutput,writeTo/1[java.io.OutputStream],0,0,1,3,0,0,1,0,0,0,107,retrofit.converter.GsonConverter$JsonTypedOutput,writeTo/1[java.io.OutputStream],0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter$JsonTypedOutput,"JsonTypedOutput/2[byte[],java.lang.String]",1,0,1,4,0,0,2,0,0,0,90,retrofit.converter.GsonConverter$JsonTypedOutput,"JsonTypedOutput/2[byte[],java.lang.String]",0.0,2.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter$JsonTypedOutput,length/0,0,0,1,3,1,0,0,0,0,0,103,retrofit.converter.GsonConverter$JsonTypedOutput,length/0,1.0,0.0,0.0,1.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter$JsonTypedOutput,mimeType/0,0,0,1,3,1,0,0,0,0,0,99,retrofit.converter.GsonConverter$JsonTypedOutput,mimeType/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest$73Example,a/1[java.lang.String],0,0,1,3,1,0,1,0,0,0,1283,retrofit.RestMethodInfoTest$73Example,a/1[java.lang.String],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,"observable/2[java.lang.String,java.lang.String]",1,0,1,1,0,0,2,0,0,0,84,retrofit.RestAdapterTest$Example,"observable/2[java.lang.String,java.lang.String]",0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,something/0,15,0,1,1,0,0,0,0,0,0,76,retrofit.RestAdapterTest$Example,something/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,direct/1[retrofit.Callback],1,0,1,1,0,0,1,0,0,0,81,retrofit.RestAdapterTest$Example,direct/1[retrofit.Callback],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,streaming/0,1,0,1,1,0,0,0,0,0,0,82,retrofit.RestAdapterTest$Example,streaming/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,something/1[retrofit.mime.TypedOutput],1,0,1,1,0,0,1,0,0,0,78,retrofit.RestAdapterTest$Example,something/1[retrofit.mime.TypedOutput],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,direct/0,1,0,1,1,0,0,0,0,0,0,80,retrofit.RestAdapterTest$Example,direct/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,observable/1[java.lang.String],3,0,1,1,0,0,1,0,0,0,83,retrofit.RestAdapterTest$Example,observable/1[java.lang.String],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest$Example,something/1[retrofit.Callback],3,0,1,1,0,0,1,0,0,0,79,retrofit.RestAdapterTest$Example,something/1[retrofit.Callback],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit-mock\src\test\java\retrofit\MockRestAdapterTest.java,retrofit.MockRestAdapterTest$1MockAsyncCallbackSubtypeExample,doStuff/1[retrofit.MockRestAdapterTest.AsyncCallbackSubtypeExample.Foo],0,1,1,3,0,0,1,0,0,0,580,retrofit.MockRestAdapterTest$1MockAsyncCallbackSubtypeExample,doStuff/1[retrofit.MockRestAdapterTest.AsyncCallbackSubtypeExample.Foo],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\RxSupport.java,retrofit.RxSupport$Invoker,invoke/1[retrofit.RequestInterceptor],1,0,1,1,0,0,1,0,0,0,18,retrofit.RxSupport$Invoker,invoke/1[retrofit.RequestInterceptor],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest$71Example,a/0,0,0,1,3,1,0,0,0,0,0,1246,retrofit.RestMethodInfoTest$71Example,a/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit-mock\src\test\java\retrofit\MockRestAdapterTest.java,retrofit.MockRestAdapterTest$3MockAsyncExample,doStuff/1[retrofit.Callback],0,3,1,3,0,0,1,0,0,0,415,retrofit.MockRestAdapterTest$3MockAsyncExample,doStuff/1[retrofit.Callback],0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,fileName/0,0,0,1,3,1,0,0,0,0,0,53,retrofit.mime.TypedByteArray,fileName/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,mimeType/0,0,0,1,3,1,0,0,0,0,0,57,retrofit.mime.TypedByteArray,mimeType/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,"TypedByteArray/2[java.lang.String,byte[]]",17,0,3,10,0,0,2,0,0,0,38,retrofit.mime.TypedByteArray,"TypedByteArray/2[java.lang.String,byte[]]",0.0,2.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,hashCode/0,1,0,1,5,1,1,0,0,0,0,85,retrofit.mime.TypedByteArray,hashCode/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,getBytes/0,2,0,1,3,1,0,0,0,0,0,49,retrofit.mime.TypedByteArray,getBytes/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,in/0,0,0,1,3,1,0,0,0,0,0,69,retrofit.mime.TypedByteArray,in/0,0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,writeTo/1[java.io.OutputStream],0,0,1,3,0,0,1,0,0,0,65,retrofit.mime.TypedByteArray,writeTo/1[java.io.OutputStream],0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,equals/1[java.lang.Object],0,0,6,8,5,1,1,0,0,0,73,retrofit.mime.TypedByteArray,equals/1[java.lang.Object],2.0,2.0,0.5,1.0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,length/0,0,0,1,3,1,0,0,0,0,0,61,retrofit.mime.TypedByteArray,length/0,1.0,0.0,0.0,1.0
