file,class_x,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,class_y,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\dic\Dictionary.java,org.wltea.analyzer.dic.Dictionary,0.0,-1.0,35.0,59.0,0.62765956,-1.0,15.0,65,org.wltea.analyzer.dic.Dictionary,class,1,6,14,0.022222223,0.91896534,362,0,80,0,20,29,96
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\elasticsearch\plugin\analysis\ik\AnalysisIkPlugin.java,org.elasticsearch.plugin.analysis.ik.AnalysisIkPlugin,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,16,org.elasticsearch.plugin.analysis.ik.AnalysisIkPlugin,class,2,1,4,0.0,1.0,15,0,1,0,1,2,2
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\CJKSegmenter.java,org.wltea.analyzer.core.CJKSegmenter,0.0,-1.0,16.0,3.0,0.15789473,-1.0,5.0,38,org.wltea.analyzer.core.CJKSegmenter,class,1,1,5,1.0,0.33333334,53,0,21,0,2,3,14
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\cfg\Configuration.java,org.wltea.analyzer.cfg.Configuration,0.0,-1.0,9.0,11.0,0.55,-1.0,7.0,16,org.wltea.analyzer.cfg.Configuration,class,1,8,6,0.75,0.725,37,0,9,0,5,8,8
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\IKArbitrator.java,org.wltea.analyzer.core.IKArbitrator,0.0,-1.0,9.0,0.0,0.0,-1.0,4.0,33,org.wltea.analyzer.core.IKArbitrator,class,1,2,6,0.0,0.0,62,0,21,0,0,5,16
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\lucene\IKAnalyzer.java,org.wltea.analyzer.lucene.IKAnalyzer,0.0,0.0,0.0,2.0,1.0,-1.0,0.0,35,org.wltea.analyzer.lucene.IKAnalyzer,class,2,1,5,0.33333334,0.33333334,13,0,0,0,1,3,3
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\QuickSortSet.java,org.wltea.analyzer.core.QuickSortSet$Cell,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,211,org.wltea.analyzer.core.QuickSortSet$Cell,innerclass,1,0,2,0.3,0.6666667,23,0,1,0,3,5,6
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\dic\DictSegment.java,org.wltea.analyzer.dic.DictSegment,0.0,-1.0,12.0,31.0,0.7209302,-1.0,3.0,35,org.wltea.analyzer.dic.DictSegment,class,1,3,3,0.11111111,0.81632656,152,0,21,0,7,14,40
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\AnalyzeContext.java,org.wltea.analyzer.core.AnalyzeContext,0.0,-1.0,29.0,75.0,0.72115386,-1.0,5.0,43,org.wltea.analyzer.core.AnalyzeContext,class,1,7,9,1.0,0.76811594,193,0,33,0,12,23,52
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\CharacterUtil.java,org.wltea.analyzer.core.CharacterUtil,0.0,-1.0,10.0,5.0,0.33333334,-1.0,1.0,32,org.wltea.analyzer.core.CharacterUtil,class,1,1,0,0.0,0.5,37,0,1,0,5,2,24
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\CN_QuantifierSegmenter.java,org.wltea.analyzer.core.CN_QuantifierSegmenter,0.0,-1.0,36.0,27.0,0.42857143,-1.0,5.0,39,org.wltea.analyzer.core.CN_QuantifierSegmenter,class,1,2,8,0.5,0.54761904,117,0,35,0,6,7,41
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\LexemePath.java,org.wltea.analyzer.core.LexemePath,0.0,0.0,41.0,60.0,0.5940594,-1.0,3.0,31,org.wltea.analyzer.core.LexemePath,class,2,3,4,0.72527474,0.35714284,173,0,19,0,3,14,43
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\LetterSegmenter.java,org.wltea.analyzer.core.LetterSegmenter,0.0,-1.0,41.0,76.0,0.6495727,-1.0,3.0,33,org.wltea.analyzer.core.LetterSegmenter,class,1,2,5,0.33333334,0.6805556,153,0,15,0,9,8,41
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\QuickSortSet.java,org.wltea.analyzer.core.QuickSortSet,0.0,-1.0,18.0,32.0,0.64,-1.0,1.0,30,org.wltea.analyzer.core.QuickSortSet,class,1,4,2,1.0,0.44444445,134,1,1,1,3,9,24
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\dic\Hit.java,org.wltea.analyzer.dic.Hit,0.0,-1.0,0.0,20.0,1.0,-1.0,0.0,31,org.wltea.analyzer.dic.Hit,class,1,4,1,0.27272728,0.78571427,45,0,0,0,7,12,15
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\help\PrefixPluginLogger.java,org.wltea.analyzer.help.PrefixPluginLogger,0.0,0.0,2.0,4.0,0.6666667,-1.0,2.0,13,org.wltea.analyzer.help.PrefixPluginLogger,class,2,1,7,1.0,0.375,31,0,5,0,2,4,7
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\help\Sleep.java,org.wltea.analyzer.help.Sleep,0.0,-1.0,5.0,0.0,0.0,-1.0,2.0,5,org.wltea.analyzer.help.Sleep,class,1,1,4,,0.0,28,0,6,1,1,1,6
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\help\Sleep.java,org.wltea.analyzer.help.Sleep$Type,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,9,org.wltea.analyzer.help.Sleep$Type,enum,1,0,0,-1.0,0.0,1,0,0,0,0,0,0
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\lucene\IKTokenizer.java,org.wltea.analyzer.lucene.IKTokenizer,0.0,0.0,19.0,11.0,0.36666667,-1.0,6.0,47,org.wltea.analyzer.lucene.IKTokenizer,class,2,2,8,1.0,0.35714287,43,0,18,0,7,4,5
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\elasticsearch\index\analysis\IkAnalyzerProvider.java,org.elasticsearch.index.analysis.IkAnalyzerProvider,0.0,0.0,1.0,2.0,0.6666667,-1.0,1.0,9,org.elasticsearch.index.analysis.IkAnalyzerProvider,class,2,1,7,0.16666667,0.5,17,0,1,0,1,4,4
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\dic\Monitor.java,org.wltea.analyzer.dic.Monitor,0.0,-1.0,36.0,14.0,0.28,-1.0,9.0,16,org.wltea.analyzer.dic.Monitor,class,1,2,8,0.33333334,0.4666667,60,0,25,0,5,3,16
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\Lexeme.java,org.wltea.analyzer.core.Lexeme,0.0,-1.0,0.0,60.0,1.0,-1.0,0.0,30,org.wltea.analyzer.core.Lexeme,class,1,11,1,0.8947368,0.86666673,160,0,10,0,15,19,44
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\elasticsearch\index\analysis\IkTokenizerFactory.java,org.elasticsearch.index.analysis.IkTokenizerFactory,0.0,0.0,1.0,4.0,0.8,-1.0,1.0,10,org.elasticsearch.index.analysis.IkTokenizerFactory,class,2,1,8,0.3,0.4,20,0,2,0,1,5,5
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\IKSegmenter.java,org.wltea.analyzer.core.IKSegmenter,0.0,-1.0,1.0,13.0,0.9285714,-1.0,1.0,37,org.wltea.analyzer.core.IKSegmenter,class,1,2,9,1.0,0.4,60,0,15,0,5,5,12
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\help\CharacterHelper.java,org.wltea.analyzer.help.CharacterHelper,0.0,-1.0,10.0,0.0,0.0,-1.0,1.0,4,org.wltea.analyzer.help.CharacterHelper,class,1,0,0,0.0,0.0,32,0,1,0,0,5,32
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\core\ISegmenter.java,org.wltea.analyzer.core.ISegmenter,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,32,org.wltea.analyzer.core.ISegmenter,interface,1,4,1,0.0,0.0,4,0,0,0,0,2,2
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\dic\Dictionary.java,org.wltea.analyzer.dic.Dictionary$178,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,178,org.wltea.analyzer.dic.Dictionary$178,anonymous,1,0,0,0.0,0.0,10,0,3,0,0,2,2
C:\Users\syuuj\gitProject\analysis-ik\src\main\java\org\wltea\analyzer\help\ESPluginLoggerFactory.java,org.wltea.analyzer.help.ESPluginLoggerFactory,0.0,-1.0,5.0,3.0,0.375,-1.0,3.0,7,org.wltea.analyzer.help.ESPluginLoggerFactory,class,1,4,4,0.0,0.0,16,0,5,0,0,5,7
