file,class,method,ATFD,ATLD,LAA,FDP
C:\Users\sugii syuji\gitProject\spark\src\main\java\spark\embeddedserver\jetty\JettyHandler.java,spark.embeddedserver.jetty.JettyHandler,"doHandle/4[java.lang.String, org.eclipse.jetty.server.Request, javax.servlet.http.HttpServletRequest, javax.servlet.http.HttpServletResponse]",2.0,0.0,0.0,1.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_AfterAndAllPaths/0[]",6.0,0.0,0.0,3.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_BeforeAndAllPaths/0[]",6.0,0.0,0.0,3.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_MatchingPaths/0[]",4.0,0.0,0.0,2.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_NotAllPathsAndDidNotMatchHttpMethod/0[]",4.0,0.0,0.0,2.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_PathDoesNotEndInSlash/0[]",4.0,0.0,0.0,2.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_PathsDoNotMatch/0[]",4.0,0.0,0.0,2.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_RouteDoesNotEndWithSlash/0[]",4.0,0.0,0.0,2.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_WithWildcardOnEntryPath/0[]",4.0,0.0,0.0,2.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\route\RouteEntryTest.java,spark.route.RouteEntryTest,"testMatches_longRoutePathWildcard/0[]",4.0,0.0,0.0,2.0
C:\Users\sugii syuji\gitProject\spark\src\test\java\spark\MultipleFiltersTest.java,spark.MultipleFiltersTest$User,"name/0[]",0.0,1.0,1.0,0.0
