file,class,method,fanin_x,fanout_x,wmc_x,loc_x,returnsQty_x,variablesQty_x,parametersQty_x,loopQty_x,anonymousClassesQty_x,innerClassesQty_x,ATFD_x,ATLD_x,LAA_x,FDP_x,line_x,fanin_y,fanout_y,wmc_y,loc_y,returnsQty_y,variablesQty_y,parametersQty_y,loopQty_y,anonymousClassesQty_y,innerClassesQty_y,ATFD_y,ATLD_y,LAA_y,FDP_y,line_y,qualifiedName,LongMethod
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchIncorrectString/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,83,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,83.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchIncorrectString,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchMatchingString/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,18,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,18.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchMatchingString,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldHandleIllegalRegexPatternForExpectation/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,120,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,120.0,org.mockserver.matchers.RegexStringMatcherTest.shouldHandleIllegalRegexPatternForExpectation,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldNotMatchIncorrectRegex/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,98,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,98.0,org.mockserver.matchers.RegexStringMatcherTest.shouldNotMatchIncorrectRegex,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldNotMatchEmptyTest/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,108,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,108.0,org.mockserver.matchers.RegexStringMatcherTest.shouldNotMatchEmptyTest,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldNotMatchMatchingString/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,53,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,53.0,org.mockserver.matchers.RegexStringMatcherTest.shouldNotMatchMatchingString,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldNotMatchMatchingNottedString/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,38,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,38.0,org.mockserver.matchers.RegexStringMatcherTest.shouldNotMatchMatchingNottedString,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldNotMatchMatchingNottedMatcherAndNottedString/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,48,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,48.0,org.mockserver.matchers.RegexStringMatcherTest.shouldNotMatchMatchingNottedMatcherAndNottedString,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchUnMatchingNottedMatcher/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,28,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,28.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchUnMatchingNottedMatcher,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldNotMatchIncorrectStringWithRegexSymbols/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,93,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,93.0,org.mockserver.matchers.RegexStringMatcherTest.shouldNotMatchIncorrectStringWithRegexSymbols,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchUnMatchingNottedString/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,23,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,23.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchUnMatchingNottedString,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchMatchingRegex/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,63,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,63.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchMatchingRegex,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldHandleIllegalRegexPatternForTest/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,125,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,125.0,org.mockserver.matchers.RegexStringMatcherTest.shouldHandleIllegalRegexPatternForTest,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldNotMatchMatchingControlPlaneRegex/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,88,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,88.0,org.mockserver.matchers.RegexStringMatcherTest.shouldNotMatchMatchingControlPlaneRegex,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchUnMatchingNottedMatcherAndNottedString/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,33,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,33.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchUnMatchingNottedMatcherAndNottedString,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchEmptyExpectation/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,73,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,73.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchEmptyExpectation,0.0
C:\Users\syuuj\gitProject\mockserver\mockserver-core\src\test\java\org\mockserver\matchers\RegexStringMatcherTest.java,org.mockserver.matchers.RegexStringMatcherTest,shouldMatchMatchingStringWithRegexSymbols/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,58,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,58.0,org.mockserver.matchers.RegexStringMatcherTest.shouldMatchMatchingStringWithRegexSymbols,0.0
