file,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\xml\SAXReader.java,org.jkiss.utils.xml.SAXReader.Parser,0.0,-1.0,0.0,7.0,1.0,-1.0,0.0,333,innerclass,1,0,0,1.0,0.4166667,23,0,0,0,2,6,6
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\xml\SAXReader.java,org.jkiss.utils.xml.SAXReader,0.0,-1.0,17.0,24.0,0.58536583,-1.0,8.0,35,class,1,5,17,0.17663817,0.8965517,218,0,38,2,11,29,46
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\LongKeyMap.java,org.jkiss.utils.LongKeyMap.HashIterator,0.0,-1.0,10.0,14.0,0.5833333,-1.0,3.0,585,innerclass,1,0,4,1.0,0.375,40,0,1,0,4,4,14
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\CommonUtils.java,org.jkiss.utils.CommonUtils,0.0,-1.0,39.0,7.0,0.1521739,-1.0,15.0,29,class,1,116,6,0.0,0.982353,729,0,105,0,2,85,266
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\Base64.java,org.jkiss.utils.Base64,0.0,-1.0,18.0,65.0,0.78313255,-1.0,3.0,25,class,1,5,3,0.5090909,0.45454547,236,0,9,0,3,11,57
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\LongKeyMap.java,org.jkiss.utils.LongKeyMap.KeySet,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,702,innerclass,3,0,1,0.0,0.0,27,0,5,0,0,5,7
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\IntKeyMap.java,org.jkiss.utils.IntKeyMap.KeyIterator,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,648,innerclass,2,0,1,0.0,0.0,8,0,1,0,0,2,2
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\LongKeyMap.java,org.jkiss.utils.LongKeyMap.LongEntry,0.0,-1.0,0.0,17.0,1.0,-1.0,0.0,498,innerclass,1,0,3,1.0,0.59375,42,0,5,0,4,8,14
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\MimeType.java,org.jkiss.utils.MimeType,0.0,-1.0,6.0,20.0,0.7692308,-1.0,1.0,24,class,1,1,1,0.41666666,0.4,56,0,11,0,2,10,17
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\LongKeyMap.java,org.jkiss.utils.LongKeyMap.Values,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,750,innerclass,2,0,2,0.0,0.0,14,0,3,0,0,4,4
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\time\ExtendedDateFormat.java,org.jkiss.utils.time.ExtendedDateFormat,0.0,0.0,8.0,26.0,0.7647059,-1.0,4.0,29,class,4,1,1,0.3,0.7142858,171,0,23,0,5,7,47
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\LongKeyMap.java,org.jkiss.utils.LongKeyMap.EntryIterator,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,657,innerclass,2,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\xml\SAXListener.java,org.jkiss.utils.xml.SAXListener,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,25,interface,1,3,4,0.0,0.6666667,14,0,0,1,1,3,3
C:\Users\syuuj\gitProject\dbeaver\bundles\org.jkiss.utils\src\org\jkiss\utils\xml\XMLConstants.java,org.jkiss.utils.xml.XMLConstants,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,23,class,1,1,0,0.0,1.0,12,0,0,0,4,2,2
