file,class,type,dit_x,fanin_x,fanout_x,lcc_x,lcom*_x,loc_x,noc_x,rfc_x,innerClassesQty_x,totalFieldsQty_x,totalMethodsQty_x,wmc_x,NprotM_x,BOvR_x,ATFD_x,ATLD_x,LAA_x,BUR_x,FDP_x,line_x,dit_y,fanin_y,fanout_y,lcc_y,lcom*_y,loc_y,noc_y,rfc_y,innerClassesQty_y,totalFieldsQty_y,totalMethodsQty_y,wmc_y,NprotM_y,BOvR_y,ATFD_y,ATLD_y,LAA_y,BUR_y,FDP_y,line_y,RefusedBequest
C:\Users\syuuj\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\Target.java,org.mapstruct.ap.test.bugs._603.Target,class,1,3,0,0.33333334,0.5,16,0,0,0,2,4,4,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,8,1.0,3.0,0.0,0.33333334,0.5,16.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,8.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1799\Source.java,org.mapstruct.ap.test.bugs._1799.Source,class,1,2,0,1.0,0.33333334,14,0,0,0,2,3,3,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,13,1.0,2.0,0.0,1.0,0.33333334,14.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,13.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\main\java\org\mapstruct\ap\internal\model\TypeConversion.java,org.mapstruct.ap.internal.model.TypeConversion,class,3,3,5,0.48947367,0.79999995,81,0,18,0,6,20,23,2.0,0.05263158,13.0,16.0,0.55172414,0.0,2.0,21,3.0,3.0,5.0,0.48947367,0.79999995,81.0,0.0,18.0,0.0,6.0,20.0,23.0,2.0,0.05263158,13.0,16.0,0.55172414,0.0,2.0,21.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1061\SourceTargetMapper.java,org.mapstruct.ap.test.bugs._1061.SourceTargetMapper,interface,1,1,1,,0.0,3,0,0,0,0,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,16,1.0,1.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,16.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1247\InternalDto.java,org.mapstruct.ap.test.bugs._1247.InternalDto,class,1,2,1,0.33333334,0.5,16,0,0,0,2,4,4,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,11,1.0,2.0,1.0,0.33333334,0.5,16.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,11.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1457\BookMapper.java,org.mapstruct.ap.test.bugs._1457.BookMapper,class,1,2,6,0.0,1.0,20,0,7,0,1,6,6,0.0,-1.0,6.0,0.0,0.0,-1.0,1.0,15,1.0,2.0,6.0,0.0,1.0,20.0,0.0,7.0,0.0,1.0,6.0,6.0,0.0,-1.0,6.0,0.0,0.0,-1.0,1.0,15.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\collection\forged\ErroneousCollectionNonMappableMapMapper.java,org.mapstruct.ap.test.collection.forged.ErroneousCollectionNonMappableMapMapper,interface,1,2,4,,1.0,4,0,1,0,1,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,12,1.0,2.0,4.0,,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,12.0,0.0
C:\Users\syuuj\gitProject\mapstruct\integrationtest\src\test\resources\autoValueBuilderTest\src\main\java\org\mapstruct\itest\auto\value\Person.java,org.mapstruct.itest.auto.value.Person.Builder,innerclass,1,0,4,0.0,0.0,6,0,0,0,0,4,4,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,21,1.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,21.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\factories\targettype\Bar9Factory.java,org.mapstruct.ap.test.factories.targettype.Bar9Factory,class,1,3,6,,0.0,10,0,2,0,0,1,2,0.0,-1.0,3.0,0.0,0.0,-1.0,2.0,14,1.0,3.0,6.0,,0.0,10.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,-1.0,3.0,0.0,0.0,-1.0,2.0,14.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1283\Target.java,org.mapstruct.ap.test.bugs._1283.Target,class,1,3,0,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,11,1.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,11.0,0.0
