file,class,method,ATFD,ATLD,LAA,FDP,line,fanin,fanout,wmc,loc,returnsQty,variablesQty,parametersQty,loopQty,anonymousClassesQty,innerClassesQty
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\ObjectPayload.java,ysoserial.payloads.ObjectPayload.Utils,getPayloadClass/1[java.lang.String],2.0,0.0,0.0,2.0,26.0,1,0,6,19,2,1,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\ObjectPayload.java,ysoserial.payloads.ObjectPayload.Utils,getPayloadClasses/0,4.0,0.0,0.0,4.0,18.0,2,0,1,5,1,2,0,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsBeanutilsCollectionsLogging1.java,ysoserial.payloads.CommonsBeanutilsCollectionsLogging1,getObject/1[java.lang.String],2.0,0.0,0.0,1.0,19.0,0,3,1,12,1,4,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsBeanutilsCollectionsLogging1.java,ysoserial.payloads.CommonsBeanutilsCollectionsLogging1,main/1[java.lang.String[]],0.0,1.0,1.0,0.0,41.0,0,1,1,3,0,0,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\Serializer.java,ysoserial.Serializer,call/0,0.0,1.0,1.0,0.0,15.0,0,1,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\Serializer.java,ysoserial.Serializer,serialize/1[java.lang.Object],0.0,0.0,-1.0,0.0,19.0,2,1,1,5,1,1,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\Serializer.java,ysoserial.Serializer,Serializer/1[java.lang.Object],0.0,1.0,1.0,0.0,11.0,0,0,1,3,0,0,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\test\java\ysoserial\exploit\RMIRegistryExploitTest.java,ysoserial.exploit.RMIRegistryExploitTest,createRegistry/1[int],0.0,0.0,-1.0,0.0,8.0,1,0,1,3,0,1,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\test\java\ysoserial\exploit\RMIRegistryExploitTest.java,ysoserial.exploit.RMIRegistryExploitTest,main/1[java.lang.String[]],1.0,0.0,0.0,1.0,12.0,0,1,4,6,0,2,1,1,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\util\PayloadRunner.java,ysoserial.payloads.util.PayloadRunner.1,call/0,2.0,0.0,0.0,2.0,20.0,0,6,3,7,1,2,0,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\annotation\Dependencies.java,ysoserial.payloads.annotation.Dependencies.Utils,getDependencies/1[java.lang.reflect.AnnotatedElement],2.0,0.0,0.0,2.0,15.0,2,1,3,9,2,1,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\Jdk7u21.java,ysoserial.payloads.Jdk7u21,getObject/1[java.lang.String],8.0,0.0,0.0,4.0,58.0,0,4,1,16,1,6,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\Jdk7u21.java,ysoserial.payloads.Jdk7u21,main/1[java.lang.String[]],0.0,1.0,1.0,0.0,82.0,0,1,1,3,0,0,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\Spring1.java,ysoserial.payloads.Spring1,getObject/1[java.lang.String],7.0,0.0,0.0,5.0,53.0,0,7,1,10,1,6,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\Spring1.java,ysoserial.payloads.Spring1,main/1[java.lang.String[]],0.0,1.0,1.0,0.0,74.0,0,1,1,3,0,0,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\test\java\ysoserial\payloads\TestHarnessTest.java,ysoserial.payloads.TestHarnessTest.ExecMockSerializable,readObject/1[java.io.ObjectInputStream],1.0,0.0,0.0,1.0,58.0,0,0,2,8,0,0,1,0,0,0
C:\Users\syuuj\gitProject\ysoserial\src\test\java\ysoserial\payloads\TestHarnessTest.java,ysoserial.payloads.TestHarnessTest.ExecMockSerializable,ExecMockSerializable/1[java.lang.String],0.0,1.0,1.0,0.0,56.0,1,0,1,3,0,0,1,0,0,0
