file,class_x,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,class_y,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\parser\array\BeanToArrayTest3.java,com.alibaba.json.bvt.parser.array.BeanToArrayTest3$Item,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,32,com.alibaba.json.bvt.parser.array.BeanToArrayTest3$Item,innerclass,1,0,0,-1.0,,3,0,0,0,1,0,0
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\serializer\filters\PropertyFilterClassLevelTest_private.java,com.alibaba.json.bvt.serializer.filters.PropertyFilterClassLevelTest_private$ModelB,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,46,com.alibaba.json.bvt.serializer.filters.PropertyFilterClassLevelTest_private$ModelB,innerclass,1,0,0,-1.0,,3,0,0,0,1,0,0
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\parser\TestException.java,com.alibaba.json.bvt.parser.TestException,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,9,com.alibaba.json.bvt.parser.TestException,class,2,1,2,0.0,0.0,17,0,3,0,0,2,3
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\bug\Bug_for_issue_297.java,com.alibaba.json.bvt.bug.Bug_for_issue_297,0.0,0.0,7.0,0.0,0.0,-1.0,4.0,13,com.alibaba.json.bvt.bug.Bug_for_issue_297,class,2,1,7,0.0,0.0,18,0,6,2,0,2,2
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\MapRefTest4.java,com.alibaba.json.bvt.MapRefTest4$16,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,16,com.alibaba.json.bvt.MapRefTest4$16,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\issue_3100\Issue3131.java,com.alibaba.json.bvt.issue_3100.Issue3131$Org,0.0,-1.0,0.0,3.0,1.0,-1.0,0.0,107,com.alibaba.json.bvt.issue_3100.Issue3131$Org,innerclass,1,0,0,0.5,0.25,14,0,0,0,1,4,4
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\JSONFieldTest.java,com.alibaba.json.bvt.JSONFieldTest,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,9,com.alibaba.json.bvt.JSONFieldTest,class,2,0,2,,0.0,32,0,5,1,0,1,1
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\test\DetectProhibitChar.java,com.alibaba.json.test.DetectProhibitChar,0.0,-1.0,0.0,5.0,1.0,-1.0,0.0,37,com.alibaba.json.test.DetectProhibitChar,class,1,2,3,0.083333336,0.6666667,52,0,5,0,1,9,18
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\serializer\NotWriteDefaultValueTest.java,com.alibaba.json.bvt.serializer.NotWriteDefaultValueTest$VO_Short,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,78,com.alibaba.json.bvt.serializer.NotWriteDefaultValueTest$VO_Short,innerclass,1,0,0,0.33333334,0.5,16,0,0,0,2,4,4
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\serializer\JSONSerializerDeprecatedTest.java,com.alibaba.json.bvt.serializer.JSONSerializerDeprecatedTest,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,12,com.alibaba.json.bvt.serializer.JSONSerializerDeprecatedTest,class,2,0,4,,0.0,8,0,4,0,0,1,1
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\issue_1200\Issue1299.java,com.alibaba.json.bvt.issue_1200.Issue1299$SaveUnitInfo,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,73,com.alibaba.json.bvt.issue_1200.Issue1299$SaveUnitInfo,innerclass,1,0,0,-1.0,0.0,2,0,0,0,0,0,0
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\TestMultiLevelClass2.java,com.alibaba.json.bvt.TestMultiLevelClass2$A,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,9,com.alibaba.json.bvt.TestMultiLevelClass2$A,innerclass,1,0,1,1.0,0.0,27,0,0,1,1,2,2
C:\Users\syuuj\gitProject\fastjson\src\test\java\com\alibaba\json\bvt\parser\deser\deny\InitJavaBeanDeserializerTest.java,com.alibaba.json.bvt.parser.deser.deny.InitJavaBeanDeserializerTest$Model,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,48,com.alibaba.json.bvt.parser.deser.deny.InitJavaBeanDeserializerTest$Model,innerclass,1,0,0,-1.0,0.0,2,0,0,0,0,0,0
