file,class_x,method_x,fanin,fanout,wmc,loc,returnsQty,variablesQty,parametersQty,loopQty,anonymousClassesQty,innerClassesQty,line,class_y,method_y,ATFD,ATLD,LAA,FDP
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\secmgr\ExecCheckingSecurityManager.java,ysoserial.secmgr.ExecCheckingSecurityManager$1,call/0,0,6,1,4,1,0,0,0,0,0,61,ysoserial.secmgr.ExecCheckingSecurityManager$60,call/0,0.0,0.0,-1.0,0.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections2.java,ysoserial.payloads.CommonsCollections2,getObject/1[java.lang.String],0,3,1,12,1,4,1,0,0,0,31,ysoserial.payloads.CommonsCollections2,getObject/1[java.lang.String],2.0,0.0,0.0,1.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections2.java,ysoserial.payloads.CommonsCollections2,main/1[java.lang.String[]],0,1,1,3,0,0,1,0,0,0,53,ysoserial.payloads.CommonsCollections2,main/1[java.lang.String[]],0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections1.java,ysoserial.payloads.CommonsCollections1,getObject/1[java.lang.String],0,3,1,11,1,7,1,0,0,0,44,ysoserial.payloads.CommonsCollections1,getObject/1[java.lang.String],8.0,0.0,0.0,7.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections1.java,ysoserial.payloads.CommonsCollections1,main/1[java.lang.String[]],0,1,1,3,0,0,1,0,0,0,75,ysoserial.payloads.CommonsCollections1,main/1[java.lang.String[]],0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections4.java,ysoserial.payloads.CommonsCollections4,getObject/1[java.lang.String],0,3,1,17,1,7,1,0,0,0,30,ysoserial.payloads.CommonsCollections4,getObject/1[java.lang.String],7.0,0.0,0.0,4.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections4.java,ysoserial.payloads.CommonsCollections4,main/1[java.lang.String[]],0,1,1,3,0,0,1,0,0,0,60,ysoserial.payloads.CommonsCollections4,main/1[java.lang.String[]],0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\annotation\Dependencies.java,ysoserial.payloads.annotation.Dependencies$Utils,getDependencies/1[java.lang.reflect.AnnotatedElement],2,1,3,9,2,1,1,0,0,0,15,ysoserial.payloads.annotation.Dependencies$Utils,getDependencies/1[java.lang.reflect.AnnotatedElement],2.0,0.0,0.0,2.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections3.java,ysoserial.payloads.CommonsCollections3,getObject/1[java.lang.String],0,4,1,11,1,7,1,0,0,0,31,ysoserial.payloads.CommonsCollections3,getObject/1[java.lang.String],4.0,0.0,0.0,4.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\payloads\CommonsCollections3.java,ysoserial.payloads.CommonsCollections3,main/1[java.lang.String[]],0,1,1,3,0,0,1,0,0,0,57,ysoserial.payloads.CommonsCollections3,main/1[java.lang.String[]],0.0,1.0,1.0,0.0
C:\Users\syuuj\gitProject\ysoserial\src\main\java\ysoserial\exploit\RMIRegistryExploit.java,ysoserial.exploit.RMIRegistryExploit,"exploit/3[java.rmi.registry.Registry,java.lang.Class,java.lang.String]",1,3,1,17,0,0,3,0,1,0,34,ysoserial.exploit.RMIRegistryExploit,"exploit/3[java.rmi.registry.Registry,java.lang.Class,java.lang.String]",2.0,0.0,0.0,2.0
