file,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\BatchDownloadWnd.java,xdman.ui.components.BatchDownloadWnd,0.0,0.0,233.0,21.0,0.08267716,-1.0,36.0,49,class,6,5,21,0.0,0.72727275,264,0,93,0,11,6,27
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\SettingsPage.java,xdman.ui.components.SettingsPage.5,0.0,0.0,12.0,0.0,0.0,-1.0,1.0,243,anonymous,1,0,1,,0.0,23,0,6,0,0,1,7
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\CustomButton.java,xdman.ui.components.CustomButton,0.0,0.0,6.0,17.0,0.73913044,-1.0,3.0,10,class,6,26,2,0.21978022,0.7733334,71,0,7,0,3,15,19
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\VideoConversionWnd.java,xdman.ui.components.VideoConversionWnd.7,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,644,anonymous,1,0,0,,0.0,6,0,3,0,0,1,1
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\monitoring\ParsedHookData.java,xdman.monitoring.ParsedHookData,0.0,-1.0,12.0,32.0,0.72727275,-1.0,6.0,15,class,1,7,7,0.33918127,0.8677249,172,0,32,0,8,21,48
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\SimpleCheckboxRender.java,xdman.ui.components.SimpleCheckboxRender,0.0,0.0,22.0,0.0,0.0,-1.0,8.0,13,class,7,2,6,0.0,1.0,25,0,16,0,1,2,5
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\RefreshUrlPage.java,xdman.ui.components.RefreshUrlPage.1,0.0,-1.0,2.0,0.0,0.0,-1.0,1.0,106,anonymous,1,0,4,,0.0,7,0,5,0,0,1,3
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\util\UpdateChecker.java,xdman.util.UpdateChecker.2,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,74,anonymous,1,0,0,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\downloaders\dash\DashDownloader.java,xdman.downloaders.dash.DashDownloader.1,0.0,-1.0,7.0,0.0,0.0,-1.0,3.0,622,anonymous,1,0,4,,0.0,22,0,6,0,0,1,4
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\SpeedLimiter.java,xdman.ui.components.SpeedLimiter,0.0,-1.0,10.0,0.0,0.0,-1.0,5.0,9,class,1,2,3,,0.0,28,0,7,0,0,1,6
C:\Users\syuuj\gitProject\xdm\app\src\main\java\xdman\ui\components\XDMFileChooser.java,xdman.ui.components.XDMFileChooser,0.0,-1.0,4.0,3.0,0.42857143,-1.0,1.0,7,class,1,3,0,,0.0,18,0,3,0,1,1,4
