file,class,method,fanin_x,fanout_x,wmc_x,loc_x,returnsQty_x,variablesQty_x,parametersQty_x,loopQty_x,anonymousClassesQty_x,innerClassesQty_x,ATFD_x,ATLD_x,LAA_x,FDP_x,line_x,fanin_y,fanout_y,wmc_y,loc_y,returnsQty_y,variablesQty_y,parametersQty_y,loopQty_y,anonymousClassesQty_y,innerClassesQty_y,ATFD_y,ATLD_y,LAA_y,FDP_y,line_y,qualifiedName,LongMethod
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,run/0,0,9,7,34,0,2,0,3,0,0,2.0,0.0,0.0,2.0,378,0.0,9.0,7.0,34.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,378.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.run,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,select/0,1,2,7,26,0,4,0,1,0,0,1.0,0.0,0.0,1.0,415,1.0,2.0,7.0,26.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,415.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.select,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,processAcceptedConnections/0,1,4,4,16,0,3,0,1,0,0,2.0,1.0,0.33333334,2.0,463,1.0,4.0,4.0,16.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.33333334,2.0,463.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.processAcceptedConnections,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,processInterestOpsUpdateRequests/0,1,3,5,12,0,2,0,1,0,0,2.0,0.0,0.0,2.0,484,1.0,3.0,5.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,484.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.processInterestOpsUpdateRequests,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,addInterestOpsUpdateRequest/1[java.nio.channels.SelectionKey],2,1,3,7,2,0,1,0,0,0,1.0,0.0,0.0,1.0,364,2.0,1.0,3.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,364.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.addInterestOpsUpdateRequest,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,SelectorThread/1[int],1,0,1,6,0,0,1,0,0,0,0.0,3.0,1.0,0.0,338,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,338.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.SelectorThread,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,handleIO/1[java.nio.channels.SelectionKey],1,3,1,8,0,2,1,0,0,0,0.0,0.0,-1.0,0.0,447,1.0,3.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,447.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.handleIO,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\NIOServerCnxnFactory.java,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread,addAcceptedConnection/1[java.nio.channels.SocketChannel],1,1,3,7,2,0,1,0,0,0,1.0,0.0,0.0,1.0,350,1.0,1.0,3.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,350.0,org.apache.zookeeper.server.NIOServerCnxnFactory.SelectorThread.addAcceptedConnection,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\util\AdHash.java,org.apache.zookeeper.server.util.AdHash,addDigest/1[long],1,0,1,4,1,0,1,0,0,0,0.0,1.0,1.0,0.0,40,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,org.apache.zookeeper.server.util.AdHash.addDigest,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\util\AdHash.java,org.apache.zookeeper.server.util.AdHash,equals/1[java.lang.Object],1,0,2,3,1,0,1,0,0,0,0.0,2.0,1.0,0.0,64,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,64.0,org.apache.zookeeper.server.util.AdHash.equals,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\util\AdHash.java,org.apache.zookeeper.server.util.AdHash,hashCode/0,0,0,1,3,1,0,0,0,0,0,0.0,1.0,1.0,0.0,69,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,org.apache.zookeeper.server.util.AdHash.hashCode,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\util\AdHash.java,org.apache.zookeeper.server.util.AdHash,getHash/0,0,0,1,3,1,0,0,0,0,0,0.0,1.0,1.0,0.0,59,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,org.apache.zookeeper.server.util.AdHash.getHash,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\util\AdHash.java,org.apache.zookeeper.server.util.AdHash,clear/0,0,0,1,3,0,0,0,0,0,0,0.0,1.0,1.0,0.0,78,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,org.apache.zookeeper.server.util.AdHash.clear,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\util\AdHash.java,org.apache.zookeeper.server.util.AdHash,toString/0,1,0,1,3,1,0,0,0,0,0,0.0,1.0,1.0,0.0,74,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,org.apache.zookeeper.server.util.AdHash.toString,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\util\AdHash.java,org.apache.zookeeper.server.util.AdHash,removeDigest/1[long],1,0,1,4,1,0,1,0,0,0,0.0,1.0,1.0,0.0,51,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,51.0,org.apache.zookeeper.server.util.AdHash.removeDigest,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\metrics\BaseTestMetricsProvider.java,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle,start/0,0,0,2,5,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,80,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,80.0,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle.start,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\metrics\BaseTestMetricsProvider.java,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle,stop/0,0,0,2,5,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,95,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,95.0,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle.stop,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\metrics\BaseTestMetricsProvider.java,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle,getRootContext/0,0,0,1,4,1,0,0,0,0,0,2.0,0.0,0.0,2.0,88,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,88.0,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle.getRootContext,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\metrics\BaseTestMetricsProvider.java,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle,configure/1[java.util.Properties],0,0,2,5,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,72,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,72.0,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle.configure,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\metrics\BaseTestMetricsProvider.java,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle,reset/0,3,0,1,6,0,0,0,0,0,0,4.0,0.0,0.0,1.0,64,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,64.0,org.apache.zookeeper.metrics.BaseTestMetricsProvider.MetricsProviderCapturingLifecycle.reset,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\ClientCnxn.java,org.apache.zookeeper.ClientCnxn.WatcherSetEventPair,"WatcherSetEventPair/2[java.util.Set,org.apache.zookeeper.WatchedEvent]",1,0,1,4,0,0,2,0,0,0,0.0,2.0,1.0,0.0,463,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,462.0,org.apache.zookeeper.ClientCnxn.WatcherSetEventPair.WatcherSetEventPair,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,"processResult/5[int,java.lang.String,java.lang.Object,java.lang.String,org.apache.zookeeper.test.Stat]",0,0,1,5,0,0,5,0,0,0,1.0,2.0,0.6666667,1.0,477,0.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.6666667,1.0,477.0,org.apache.zookeeper.test.AsyncOps.Create2CB.processResult,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,verifyCreateFailure_NodeExists/0,1,5,1,8,0,0,0,0,0,0,1.0,8.0,0.8888889,1.0,493,1.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.8888889,1.0,493.0,org.apache.zookeeper.test.AsyncOps.Create2CB.verifyCreateFailure_NodeExists,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,"Create2CB/2[org.apache.zookeeper.ZooKeeper,java.util.concurrent.CountDownLatch]",0,0,1,3,0,0,2,0,0,0,0.0,0.0,-1.0,0.0,464,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,464.0,org.apache.zookeeper.test.AsyncOps.Create2CB.Create2CB,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,toString/0,4,0,2,3,1,0,0,0,0,0,4.0,2.0,0.33333334,1.0,525,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.33333334,1.0,525.0,org.apache.zookeeper.test.AsyncOps.Create2CB.toString,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,nodeName/0,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,473,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,473.0,org.apache.zookeeper.test.AsyncOps.Create2CB.nodeName,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,verifyCreateFailure_NoChildForEphemeral/0,1,5,1,9,0,0,0,0,0,0,1.0,10.0,0.90909094,1.0,512,1.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.90909094,1.0,512.0,org.apache.zookeeper.test.AsyncOps.Create2CB.verifyCreateFailure_NoChildForEphemeral,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,Create2CB/1[org.apache.zookeeper.ZooKeeper],5,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,460,5.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,460.0,org.apache.zookeeper.test.AsyncOps.Create2CB.Create2CB,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,verifyCreate/0,2,2,1,4,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,488,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,488.0,org.apache.zookeeper.test.AsyncOps.Create2CB.verifyCreate,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,verifyCreateFailure_NoNode/0,1,3,1,8,0,0,0,0,0,0,1.0,9.0,0.9,1.0,502,1.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.9,1.0,502.0,org.apache.zookeeper.test.AsyncOps.Create2CB.verifyCreateFailure_NoNode,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,setPath/1[java.lang.String],0,0,1,4,0,0,1,0,0,0,1.0,1.0,0.5,1.0,468,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,468.0,org.apache.zookeeper.test.AsyncOps.Create2CB.setPath,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\AsyncOps.java,org.apache.zookeeper.test.AsyncOps.Create2CB,create/0,1,2,1,4,1,0,0,0,0,0,0.0,4.0,1.0,0.0,483,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,483.0,org.apache.zookeeper.test.AsyncOps.Create2CB.create,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\NonRecoverableErrorTest.java,org.apache.zookeeper.test.NonRecoverableErrorTest,getLeaderQuorumPeer/1[org.apache.zookeeper.server.quorum.QuorumPeerTestBase.MainThread[]],1,2,4,9,2,2,1,1,0,0,4.0,0.0,0.0,4.0,160,1.0,2.0,4.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,160.0,org.apache.zookeeper.test.NonRecoverableErrorTest.getLeaderQuorumPeer,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\NonRecoverableErrorTest.java,org.apache.zookeeper.test.NonRecoverableErrorTest,uniqueZnode/0,1,0,1,5,1,2,0,0,0,0,0.0,1.0,1.0,0.0,170,1.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,170.0,org.apache.zookeeper.test.NonRecoverableErrorTest.uniqueZnode,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\NonRecoverableErrorTest.java,org.apache.zookeeper.test.NonRecoverableErrorTest,testZooKeeperServiceAvailableOnLeader/0,0,20,7,60,0,22,0,5,1,0,25.0,3.0,0.10714286,7.0,54,0.0,20.0,7.0,60.0,0.0,22.0,0.0,5.0,1.0,0.0,25.0,3.0,0.10714286,7.0,54.0,org.apache.zookeeper.test.NonRecoverableErrorTest.testZooKeeperServiceAvailableOnLeader,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\NonRecoverableErrorTest.java,org.apache.zookeeper.test.NonRecoverableErrorTest,"waitForNewLeaderElection/2[org.apache.zookeeper.server.quorum.QuorumPeer,long]",1,1,3,11,0,1,2,1,0,0,2.0,0.0,0.0,1.0,148,1.0,1.0,3.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,148.0,org.apache.zookeeper.test.NonRecoverableErrorTest.waitForNewLeaderElection,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\FLETest.java,org.apache.zookeeper.test.FLETest.LEThread,run/0,0,6,10,58,0,3,0,1,0,0,29.0,16.0,0.35555556,6.0,133,0.0,6.0,10.0,58.0,0.0,3.0,0.0,1.0,0.0,0.0,29.0,16.0,0.35555556,6.0,133.0,org.apache.zookeeper.test.FLETest.LEThread.run,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\FLETest.java,org.apache.zookeeper.test.FLETest.LEThread,waitForQuorum/1[long],1,0,5,8,1,1,1,1,0,0,6.0,0.0,0.0,2.0,254,1.0,0.0,5.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,254.0,org.apache.zookeeper.test.FLETest.LEThread.waitForQuorum,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\FLETest.java,org.apache.zookeeper.test.FLETest.LEThread,"LEThread/5[org.apache.zookeeper.test.FLETest,org.apache.zookeeper.server.quorum.QuorumPeer,int,int,java.util.concurrent.ConcurrentHashMap>]",1,0,1,8,0,0,5,0,0,0,1.0,5.0,0.8333333,1.0,123,1.0,0.0,1.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.8333333,1.0,123.0,org.apache.zookeeper.test.FLETest.LEThread.LEThread,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,unbalancedIpv6LiteralsInServerConfigFailToBeParsed/0,0,1,1,3,0,0,0,0,0,0,1.0,0.0,0.0,1.0,88,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,88.0,org.apache.zookeeper.server.quorum.QuorumServerTest.unbalancedIpv6LiteralsInServerConfigFailToBeParsed,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,testDuplicate/0,0,2,1,5,0,2,0,0,0,0,1.0,6.0,0.85714287,1.0,129,0.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.85714287,1.0,129.0,org.apache.zookeeper.server.quorum.QuorumServerTest.testDuplicate,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,testWildcard/0,0,2,3,10,0,5,0,2,0,0,2.0,4.0,0.6666667,1.0,111,0.0,2.0,3.0,10.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,4.0,0.6666667,1.0,111.0,org.apache.zookeeper.server.quorum.QuorumServerTest.testWildcard,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,shouldAllowMultipleAddressesWhenMultiAddressFeatureIsEnabled/0,0,2,1,5,0,1,0,0,0,0,2.0,0.0,0.0,2.0,104,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,104.0,org.apache.zookeeper.server.quorum.QuorumServerTest.shouldAllowMultipleAddressesWhenMultiAddressFeatureIsEnabled,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,testToString/0,0,2,1,26,0,3,0,0,0,0,0.0,10.0,1.0,0.0,41,0.0,2.0,1.0,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,41.0,org.apache.zookeeper.server.quorum.QuorumServerTest.testToString,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,constructionUnderstandsIpv6LiteralsInServerConfig/0,0,2,1,5,0,2,0,0,0,0,0.0,0.0,-1.0,0.0,74,0.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,74.0,org.apache.zookeeper.server.quorum.QuorumServerTest.constructionUnderstandsIpv6LiteralsInServerConfig,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,tearDown/0,0,0,1,3,0,0,0,0,0,0,1.0,0.0,0.0,1.0,36,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,org.apache.zookeeper.server.quorum.QuorumServerTest.tearDown,0.0
C:\Users\syuuj\gitProject\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\server\quorum\QuorumServerTest.java,org.apache.zookeeper.server.quorum.QuorumServerTest,constructionUnderstandsIpv6LiteralsInClientConfig/0,0,2,1,5,0,2,0,0,0,0,0.0,2.0,1.0,0.0,81,0.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,81.0,org.apache.zookeeper.server.quorum.QuorumServerTest.constructionUnderstandsIpv6LiteralsInClientConfig,0.0
