file,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.58Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,3,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\ErrorHandlerTest.java,retrofit.ErrorHandlerTest.1,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,anonymous,1,0,3,0.0,0.0,8,0,4,0,0,2,2
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\ErrorHandlerTest.java,retrofit.ErrorHandlerTest,0.0,-1.0,16.0,7.0,0.3043478,-1.0,6.0,class,3,0,14,1.0,0.0,70,0,21,3,2,5,7
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\Endpoints.java,retrofit.Endpoints,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,class,1,2,2,0.0,0.6666667,25,0,0,1,1,3,3
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.40Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,3,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\mime\MultipartTypedOutputTest.java,retrofit.mime.MultipartTypedOutputTest.1,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,anonymous,1,0,0,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\mime\TypedFileTest.java,retrofit.mime.TypedFileTest,0.0,-1.0,1.0,5.0,0.8333333,-1.0,1.0,class,1,1,4,1.0,0.25,38,0,14,0,1,4,4
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.56Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,6,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.17Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,4,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\client\ApacheClientTest.java,retrofit.client.ApacheClientTest,0.0,-1.0,35.0,11.0,0.23913044,-1.0,9.0,class,1,0,19,1.0,0.0,82,0,32,0,1,6,7
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\RestAdapter.java,retrofit.RestAdapter.Log.1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,anonymous,1,0,0,,0.0,4,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\RequestInterceptorTape.java,retrofit.RequestInterceptorTape.Command.2,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.28Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,3,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestAdapterTest.java,retrofit.RestAdapterTest.10,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,anonymous,1,0,0,0.0,0.0,11,0,0,0,0,3,3
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\Endpoints.java,retrofit.Endpoints.FixedEndpoint,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,innerclass,1,0,1,1.0,0.33333334,14,0,0,0,2,3,3
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedString.java,retrofit.mime.TypedString,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,class,2,8,3,,0.0,13,0,2,0,0,2,3
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedByteArray.java,retrofit.mime.TypedByteArray,0.0,-1.0,3.0,7.0,0.7,-1.0,2.0,class,1,15,4,0.5833333,0.3888889,45,1,6,0,2,9,16
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\client\ApacheClient.java,retrofit.client.ApacheClient.TypedOutputEntity,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,2,0,2,0.4,0.33333334,24,0,5,0,1,6,6
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.16Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,2,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.14Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,3,,0.0,4,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\Platform.java,retrofit.Platform.Base,0.0,1.0,3.0,0.0,0.0,-1.0,2.0,innerclass,2,0,11,0.0,0.0,45,0,3,0,0,5,6
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.63Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,3,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.65Example,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,innerclass,1,0,4,,0.0,5,0,0,0,0,1,1
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter.JsonTypedOutput,0.0,-1.0,1.0,2.0,0.6666667,-1.0,1.0,innerclass,1,0,2,0.3,0.5,20,0,1,0,2,5,5
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\appengine\UrlFetchClient.java,retrofit.appengine.UrlFetchClient,0.0,-1.0,19.0,2.0,0.0952381,-1.0,6.0,class,1,4,13,0.2,0.42857143,76,0,27,0,1,7,18
C:\Users\sugii syuji\gitProject\retrofit\retrofit\src\main\java\retrofit\RestAdapter.java,retrofit.RestAdapter.RestHandler,0.0,-1.0,42.0,1.0,0.023255814,-1.0,13.0,innerclass,1,0,26,1.0,0.33333334,142,0,40,0,1,3,33
