file,class_x,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc,class_y,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP
C:\Users\syuuj\gitProject\junit4\src\test\java\org\junit\runner\notification\RunNotifierTest.java,org.junit.runner.notification.RunNotifierTest,15,class,6,1,11,0.53571427,0.25,87,0,13,4,1,8,8,org.junit.runner.notification.RunNotifierTest,0.0,-1.0,14.0,0.0,0.0,-1.0,3.0
C:\Users\syuuj\gitProject\junit4\src\test\java\org\junit\tests\experimental\theories\internal\AllTheoriesInternalTests.java,org.junit.tests.experimental.theories.internal.AllTheoriesInternalTests,13,class,1,1,6,-1.0,0.0,2,0,0,0,0,0,0,org.junit.tests.experimental.theories.internal.AllTheoriesInternalTests,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\junit4\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java,org.junit.tests.running.classes.ParentRunnerTest$FruitTest,35,innerclass,1,0,1,0.0,0.0,8,0,0,0,0,2,2,org.junit.tests.running.classes.ParentRunnerTest$FruitTest,0.0,-1.0,2.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\junit4\src\test\java\org\junit\tests\manipulation\FilterableTest.java,org.junit.tests.manipulation.FilterableTest$FilteredTest,38,innerclass,1,0,4,0.0,0.0,12,0,2,0,0,4,4,org.junit.tests.manipulation.FilterableTest$FilteredTest,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\junit4\src\main\java\org\junit\runner\Request.java,org.junit.runner.Request,29,class,1,20,14,0.0,0.0,49,3,9,0,0,12,13,org.junit.runner.Request,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\junit4\src\test\java\org\junit\rules\TestRuleTest.java,org.junit.rules.TestRuleTest$MethodWrongTypedField,408,innerclass,1,0,2,0.0,0.0,7,0,0,0,0,2,2,org.junit.rules.TestRuleTest$MethodWrongTypedField,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\junit4\src\main\java\org\junit\validator\AnnotationsValidator.java,org.junit.validator.AnnotationsValidator$AnnotatableValidator,43,innerclass,1,0,7,0.0,0.75,26,0,8,0,1,4,7,org.junit.validator.AnnotationsValidator$AnnotatableValidator,0.0,-1.0,3.0,1.0,0.25,-1.0,3.0
C:\Users\syuuj\gitProject\junit4\src\test\java\org\junit\tests\experimental\theories\internal\ParameterizedAssertionErrorTest.java,org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest$1,88,anonymous,1,0,0,,0.0,5,0,0,0,0,1,1,org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest$88,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\junit4\src\test\java\org\junit\rules\TestRuleTest.java,org.junit.rules.TestRuleTest$MethodMultipleRuleTest$Increment,324,innerclass,1,0,4,,0.0,11,0,0,0,0,1,1,org.junit.rules.TestRuleTest$MethodMultipleRuleTest$Increment,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\junit4\src\test\java\junit\tests\extensions\RepeatedTestTest.java,junit.tests.extensions.RepeatedTestTest,12,class,5,1,6,1.0,0.0,44,0,9,1,1,5,6,junit.tests.extensions.RepeatedTestTest,4.0,0.0,1.0,5.0,0.8333333,0.0,1.0
