file,class,method,fanin_x,fanout_x,wmc_x,loc_x,returnsQty_x,variablesQty_x,parametersQty_x,loopQty_x,anonymousClassesQty_x,innerClassesQty_x,ATFD_x,ATLD_x,LAA_x,FDP_x,line_x,fanin_y,fanout_y,wmc_y,loc_y,returnsQty_y,variablesQty_y,parametersQty_y,loopQty_y,anonymousClassesQty_y,innerClassesQty_y,ATFD_y,ATLD_y,LAA_y,FDP_y,line_y
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\node_monitors\ClockMonitor.java,hudson.node_monitors.ClockMonitor.DescriptorImpl,DescriptorImpl/0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,62,0,0,1,3,0,0,0,0,0,0,1,0,0,1,62
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\node_monitors\ClockMonitor.java,hudson.node_monitors.ClockMonitor.DescriptorImpl,createCallable/1[hudson.model.Computer],0,2,2,5,2,1,1,0,0,0,2,0,0,2,67,0,2,2,5,2,1,1,0,0,0,2,0,0,2,67
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\util\CopyOnWriteMap.java,hudson.util.CopyOnWriteMap.Hash.ConverterImpl,ConverterImpl/1[hudson.util.Mapper],0,0,1,3,0,0,1,0,0,0,0,0,-1,0,180,0,0,1,3,0,0,1,0,0,0,0,0,-1,0,180
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\util\CopyOnWriteMap.java,hudson.util.CopyOnWriteMap.Hash.ConverterImpl,"unmarshal/2[hudson.util.HierarchicalStreamReader,hudson.util.UnmarshallingContext]",0,1,1,3,1,0,2,0,0,0,0,0,-1,0,190,0,1,1,3,1,0,2,0,0,0,0,0,-1,0,190
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\util\CopyOnWriteMap.java,hudson.util.CopyOnWriteMap.Hash.ConverterImpl,canConvert/1[java.lang.Class],0,0,2,3,1,0,1,0,0,0,1,0,0,1,185,0,0,2,3,1,0,1,0,0,0,1,0,0,1,185
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\util\CopyOnWriteMap.java,hudson.util.CopyOnWriteMap.Hash.ConverterImpl,"marshal/3[java.lang.Object,hudson.util.HierarchicalStreamWriter,hudson.util.MarshallingContext]",0,0,1,3,0,0,3,0,0,0,1,0,0,1,195,0,0,1,3,0,0,3,0,0,0,1,0,0,1,195
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\model\AbstractBuild.java,hudson.model.AbstractBuild.TearDownCheckEnvironment,"tearDown/2[hudson.model.AbstractBuild,hudson.model.BuildListener]",0,0,1,4,1,0,2,0,0,0,0,1,1,0,870,0,0,1,4,1,0,2,0,0,0,0,1,1,0,870
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\model\Queue.java,hudson.model.Queue.NotWaitingItem,NotWaitingItem/1[hudson.model.Queue.NotWaitingItem],0,0,1,4,0,0,1,0,0,0,0,2,1,0,2577,0,0,1,4,0,0,1,0,0,0,0,2,1,0,2577
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\model\Queue.java,hudson.model.Queue.NotWaitingItem,NotWaitingItem/1[hudson.model.Queue.WaitingItem],0,0,1,4,0,0,1,0,0,0,0,1,1,0,2572,0,0,1,4,0,0,1,0,0,0,0,1,1,0,2572
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\search\Search.java,hudson.search.Search.Item,Item/1[java.lang.String],1,0,1,3,0,0,1,0,0,0,0,1,1,0,201,1,0,1,3,0,0,1,0,0,0,0,1,1,0,201
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\cli\CreateViewCommand.java,hudson.cli.CreateViewCommand,getShortDescription/0,0,0,1,3,1,0,0,0,0,0,0,0,-1,0,44,0,0,1,3,1,0,0,0,0,0,0,0,-1,0,44
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\cli\CreateViewCommand.java,hudson.cli.CreateViewCommand,run/0,0,2,3,17,1,3,0,0,0,0,5,2,0.2857143,3,50,0,2,3,17,1,3,0,0,0,0,5,2,0.2857143,3,50
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\markup\EscapedMarkupFormatter.java,hudson.markup.EscapedMarkupFormatter,EscapedMarkupFormatter/0,0,0,1,2,0,0,0,0,0,0,0,0,-1,0,43,0,0,1,2,0,0,0,0,0,0,0,0,-1,0,43
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\hudson\markup\EscapedMarkupFormatter.java,hudson.markup.EscapedMarkupFormatter,"translate/2[java.lang.String,java.io.Writer]",0,0,2,5,0,0,2,0,0,0,0,0,-1,0,47,0,0,2,5,0,0,2,0,0,0,0,0,-1,0,47
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\jenkins\slaves\EncryptedSlaveAgentJnlpFile.java,jenkins.slaves.EncryptedSlaveAgentJnlpFile.CapturingServletOutputStream,write/1[int],0,0,1,3,0,0,1,0,0,0,0,0,-1,0,140,0,0,1,3,0,0,1,0,0,0,0,0,-1,0,140
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\jenkins\slaves\EncryptedSlaveAgentJnlpFile.java,jenkins.slaves.EncryptedSlaveAgentJnlpFile.CapturingServletOutputStream,isReady/0,0,0,1,3,1,0,0,0,0,0,0,0,-1,0,124,0,0,1,3,1,0,0,0,0,0,0,0,-1,0,124
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\jenkins\slaves\EncryptedSlaveAgentJnlpFile.java,jenkins.slaves.EncryptedSlaveAgentJnlpFile.CapturingServletOutputStream,setWriteListener/1[jenkins.slaves.WriteListener],0,0,2,8,0,0,1,0,0,0,1,0,0,1,129,0,0,2,8,0,0,1,0,0,0,1,0,0,1,129
C:\Users\syuuj\gitProject\jenkins\core\src\main\java\jenkins\slaves\EncryptedSlaveAgentJnlpFile.java,jenkins.slaves.EncryptedSlaveAgentJnlpFile.CapturingServletOutputStream,write/1[byte[]],0,0,1,3,0,0,1,0,0,0,0,0,-1,0,145,0,0,1,3,0,0,1,0,0,0,0,0,-1,0,145
