file,class,type,dit_x,fanin_x,fanout_x,lcc_x,lcom*_x,loc_x,noc_x,rfc_x,innerClassesQty_x,totalFieldsQty_x,totalMethodsQty_x,wmc_x,NprotM_x,BOvR_x,ATFD_x,ATLD_x,LAA_x,BUR_x,FDP_x,line_x,dit_y,fanin_y,fanout_y,lcc_y,lcom*_y,loc_y,noc_y,rfc_y,innerClassesQty_y,totalFieldsQty_y,totalMethodsQty_y,wmc_y,NprotM_y,BOvR_y,ATFD_y,ATLD_y,LAA_y,BUR_y,FDP_y,line_y,GodClass
C:\Users\syuuj\gitProject\guava\guava\src\com\google\common\reflect\TypeToken.java,com.google.common.reflect.TypeToken.SimpleTypeToken,innerclass,3,0,2,,0.0,6,0,0,0,1,1,1,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1281,3.0,0.0,2.0,,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1281.0,0.0
C:\Users\syuuj\gitProject\guava\guava-tests\test\com\google\common\reflect\TypeTokenResolutionTest.java,com.google.common.reflect.TypeTokenResolutionTest.1ForTwoStageResolution,innerclass,1,0,2,,0.0,10,0,4,0,0,1,1,0.0,-1.0,5.0,0.0,0.0,-1.0,3.0,546,1.0,0.0,2.0,,0.0,10.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,-1.0,5.0,0.0,0.0,-1.0,3.0,546.0,0.0
C:\Users\syuuj\gitProject\guava\guava\src\com\google\common\graph\AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph.2,anonymous,1,0,9,,0.0,25,0,11,0,0,1,2,2.0,0.0,0.0,7.0,1.0,0.5,0.0,109,1.0,0.0,9.0,,0.0,25.0,0.0,11.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,0.5,0.0,109.0,0.0
C:\Users\syuuj\gitProject\guava\guava\src\com\google\common\escape\Escaper.java,com.google.common.escape.Escaper.1,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,88,1.0,0.0,1.0,,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,88.0,0.0
C:\Users\syuuj\gitProject\guava\guava\src\com\google\common\graph\AbstractBaseGraph.java,com.google.common.graph.AbstractBaseGraph.1,anonymous,1,0,9,0.0,0.0,18,0,9,0,0,4,5,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,67,1.0,0.0,9.0,0.0,0.0,18.0,0.0,9.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,67.0,0.0
C:\Users\syuuj\gitProject\guava\guava-testlib\src\com\google\common\collect\testing\DerivedComparable.java,com.google.common.collect.testing.DerivedComparable,class,2,0,2,,0.0,6,0,0,0,1,1,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,27,2.0,0.0,2.0,,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,27.0,0.0
C:\Users\syuuj\gitProject\guava\guava\src\com\google\common\collect\FilteredKeyListMultimap.java,com.google.common.collect.FilteredKeyListMultimap,class,3,1,8,0.0,0.0,17,0,4,0,0,5,5,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,30,3.0,1.0,8.0,0.0,0.0,17.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,30.0,0.0
C:\Users\syuuj\gitProject\guava\guava\src\com\google\common\util\concurrent\CollectionFuture.java,com.google.common.util.concurrent.CollectionFuture,class,12,2,15,1.0,0.0,47,0,9,2,1,5,9,8.0,0.75,2.0,4.0,0.6666667,0.125,2.0,29,12.0,2.0,15.0,1.0,0.0,47.0,0.0,9.0,2.0,1.0,5.0,9.0,8.0,0.75,2.0,4.0,0.6666667,0.125,2.0,30.0,0.0
C:\Users\syuuj\gitProject\guava\guava-tests\test\com\google\common\io\MultiInputStreamTest.java,com.google.common.io.MultiInputStreamTest.3,anonymous,1,0,2,,0.0,10,0,1,0,0,1,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,101,1.0,0.0,2.0,,0.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,101.0,0.0
C:\Users\syuuj\gitProject\guava\guava-tests\test\com\google\common\io\MultiInputStreamTest.java,com.google.common.io.MultiInputStreamTest.1,anonymous,1,0,1,,0.0,14,0,1,0,0,1,2,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,51,1.0,0.0,1.0,,0.0,14.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,51.0,0.0
C:\Users\syuuj\gitProject\guava\guava-tests\test\com\google\common\io\MultiInputStreamTest.java,com.google.common.io.MultiInputStreamTest.5,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,137,1.0,0.0,1.0,,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,137.0,0.0
C:\Users\syuuj\gitProject\guava\guava-tests\test\com\google\common\collect\SubMapMultimapAsMapImplementsMapTest.java,com.google.common.collect.SubMapMultimapAsMapImplementsMapTest,class,3,1,4,0.0,0.0,71,0,14,0,0,12,18,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,31,3.0,1.0,4.0,0.0,0.0,71.0,0.0,14.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,31.0,0.0
